,emdb_id,emdb_map_file,raw_box_size_pixel,raw_pixel_size_angstrom,raw_recommended_contour_level,raw_resolution,downsampled_angpix,label_raw_norm,vol_raw_min,vol_raw_max
2000,EMD-34585,emd_34585.map,300,0.824,0.056,2.62,3.86250000447035,-0.908056249213009,2.78393003094735E-10,1.21813607215881
2001,EMD-34587,emd_34587.map,300,0.824,0.332,3.25,3.86250000447035,-0.516877418449605,1.79320572279984E-10,1.37439239025116
2002,EMD-34598,emd_34598.map,512,0.824,0.386,3.76,6.59200000762939,-0.37420733549004,7.81504242287727E-14,1.23363542556763
2003,EMD-34819,emd_34819.map,320,1.07,0.12,3.72,5.35000026226044,-0.802787033907609,5.39311685587851E-11,1.21695852279663
2004,EMD-14875,emd_14875.map,328,0.8600001,0.02,3.4,4.40750037878752,-0.9692439531266,4.03840259843857E-11,1.30055725574493
2005,EMD-15044,emd_15044.map,200,1.24,0.05,3.2,3.87500002980232,-0.563511486271764,2.51191334399437E-09,0.229101091623306
2006,EMD-15046,emd_15046.map,200,1.24,0.05,3.2,3.87500002980232,-0.481795318504048,3.72594177733276E-11,0.19297394156456
2007,EMD-15048,emd_15048.map,200,1.24,0.05,3.4,3.87500002980232,-0.460181340824737,7.62546081833904E-10,0.185247391462326
2008,EMD-24070,emd_24070.map,200,0.84,0.3,3.64,2.62499991804361,-0.662780961632473,1.16415321826935E-09,1.77925896644592
2009,EMD-26350,emd_26350.map,256,1.07,0.15,3.32,4.28000020980835,-0.762705802096249,1.8514180410989E-08,1.26425325870514
2010,EMD-26355,emd_26355.map,256,1.07,0.15,2.28,4.28000020980835,-0.93001638497252,1.92892898098762E-07,4.28671216964722
2011,EMD-26356,emd_26356.map,256,1.07,0.1,2.58,4.28000020980835,-0.919523786729416,7.79989690613547E-08,2.48520445823669
2012,EMD-26406,emd_26406.map,256,1.2905157,0.246,2.6,5.1620626449585,-0.750432213357237,1.83706028167308E-08,1.9714081287384
2013,EMD-26968,emd_26968.map,400,1.062,8.5,2.54,6.63750022649765,-0.519863645672625,1.8280797320358E-08,35.406608581543
2014,EMD-26970,emd_26970.map,400,1.062,7.66,2.85,6.63750022649765,-0.433943257235016,7.1801102841107E-09,27.0644245147705
2015,EMD-27974,emd_27974.map,256,1.08,0.5,2.62,4.32000017166138,-0.421631112228883,1.09929831904054E-09,1.72900032997131
2016,EMD-27980,emd_27980.map,256,1.08,0.5,2.34,4.32000017166138,-0.449369312102655,4.08109185334737E-10,1.81609928607941
2017,EMD-28560,emd_28560.map,200,1.06,0.4,3.3,3.31249982118607,-0.607607228228655,4.63615340562384E-10,2.03877353668213
2018,EMD-28907,emd_28907.map,220,1.071,0.067,3.22,3.68156243115664,-0.455172724151803,1.17967788315632E-10,0.245949506759643
2019,EMD-28908,emd_28908.map,300,0.8,0.017,3.28,3.75000005587935,-0.423901235546694,5.33551501591401E-12,0.059017658233643
2020,EMD-29059,emd_29059.map,160,2.096,1,4.5,5.23999989032745,-0.36424501594622,3.19857456076988E-08,3.14586591720581
2021,EMD-32242,emd_32242.map,330,1.0742,0.0187,3.4,5.53884392604232,-0.588502324375522,5.92673354837814E-10,0.090887509286404
2022,EMD-32347,emd_32347.map,170,1.245,0.054,3.4,3.30703126266599,-0.547192442220152,7.30530132914131E-12,0.238511919975281
2023,EMD-32350,emd_32350.map,168,1.265,0.049,3.2,3.32062496244907,-0.630407626307803,3.80348835760103E-10,0.265156984329224
2024,EMD-32789,emd_32789.map,360,1.07,0.5,3.6,6.01875029504299,-0.621816044082161,2.61786703426026E-11,2.64421582221985
2025,EMD-33197,emd_33197.map,312,1.22,0.3,3.29,5.94750013947487,-0.835806235141444,2.7038848590677E-11,3.65421915054321
2026,EMD-33310,emd_33310.map,360,0.842,9,3.35,4.73625004291534,-0.582729687903381,9.10096609185729E-10,43.1375045776367
2027,EMD-33312,emd_33312.map,360,0.842,9,3.45,4.73625004291534,-0.578412345341667,4.16159467997446E-11,42.6957473754883
2028,EMD-33317,emd_33317.map,240,1.014,0.0112,2.6,3.802500218153,-0.712393080513208,1.20962795335799E-10,0.077884078025818
2029,EMD-33591,emd_33591.map,400,1.1,0.068,2.8,6.87500014901161,-0.835984494554458,7.55506768257419E-13,0.829189896583557
2030,EMD-33619,emd_33619.map,192,1.1,1,3.85,3.30000007152557,-0.655169873790429,3.58466228922438E-10,5.79995727539063
2031,EMD-34232,emd_34232.map,380,1.332,0.03,3.1,7.90875010192394,-0.597171344100581,1.9601755982257E-11,0.148946702480316
2032,EMD-34313,emd_34313.map,448,0.82,0.2,3.18,5.7399999499321,-0.807506142658197,1.88575093040821E-11,2.07798838615417
2033,EMD-34390,emd_34390.map,280,1.0555714,0.75,3.3,4.61812503635883,-0.636331140253648,5.72473769777648E-11,4.12463140487671
2034,EMD-13346,emd_13346.map,300,1.09,0.37,6.49,5.10937515646219,-0.458088904744205,1.72063786829657E-11,1.36553764343262
2035,EMD-15047,emd_15047.map,200,1.24,0.05,3.2,3.87500002980232,-0.577730055794881,1.19622811656228E-09,0.236815333366394
2036,EMD-15163,emd_15163.map,256,1.059,0.735,3.3,4.23600006103516,-0.710229705076076,2.5029294192791E-09,5.07298374176025
2037,EMD-15179,emd_15179.map,256,1.059,0.0254,3.2,4.23600006103516,-0.667034412448507,1.42644906997447E-09,0.152568310499191
2038,EMD-15836,emd_15836.map,336,1.302,0.02,3.8,6.83550024032593,-0.548884940817342,2.92597973627906E-10,0.088669173419476
2039,EMD-15837,emd_15837.map,336,1.302,0.01,6.6,6.83550024032593,-0.439213853038464,9.51099865531546E-10,0.035664215683937
2040,EMD-16020,emd_16020.map,400,1.1616,0.00296,3.52,7.25999996066093,-0.749067383759997,2.96163382706993E-09,0.023591971024871
2041,EMD-26259,emd_26259.map,400,1.02885,0.0284,2.76,6.43031224608421,-0.692741899093365,3.87293218329088E-11,0.184860870242119
2042,EMD-26351,emd_26351.map,256,1.07,0.15,3.26,4.28000020980835,-0.887033771922256,4.36163771766474E-09,2.65566086769104
2043,EMD-26353,emd_26353.map,256,1.07,0.45,2.78,4.28000020980835,-0.674291953482054,1.63737894354199E-07,2.76321005821228
2044,EMD-26971,emd_26971.map,400,1.062,9,3.03,6.63750022649765,-0.335797060494851,1.7891134129755E-09,27.1001510620117
2045,EMD-27251,emd_27251.map,400,1.057,3.46,2.6,6.60625025629997,-0.672612407622095,1.23101351334753E-09,21.1370258331299
2046,EMD-27320,emd_27320.map,200,1.115,10,2.99,3.48437502980232,-0.290845507673588,1.04083092082874E-05,28.202579498291
2047,EMD-27544,emd_27544.map,200,1.065,0.14,3.47,3.32812517881393,-0.758200288564263,1.47513973258739E-10,1.15798318386078
2048,EMD-27979,emd_27979.map,256,1.08,0.5,2.67,4.32000017166138,-0.474571195761721,2.03726813197136E-10,1.9032074213028
2049,EMD-27981,emd_27981.map,256,1.08,0.5,2.59,4.32000017166138,-0.424082391758138,1.46660872335502E-09,1.73635947704315
2050,EMD-28078,emd_28078.map,256,1.06,0.9,2.8,4.23999977111816,-0.707838563023757,1.38243194669485E-10,6.16097736358643
2051,EMD-28084,emd_28084.map,256,0.826,0.9,3,3.30399990081787,-0.545425128931915,3.78349795937538E-10,3.95974373817444
2052,EMD-28129,emd_28129.map,384,1.328,0.01,3.92,7.96799969673157,-0.754444004301885,5.22698898053342E-11,0.081447817385197
2053,EMD-28175,emd_28175.map,512,1.06,0.2,3.4,8.47999954223633,-0.778782397177173,1.28621972014104E-12,1.80817437171936
2054,EMD-28176,emd_28176.map,256,1.328,0.015,4.9,5.31199979782105,-0.5139161088962,1.05776609693464E-10,0.061717741191387
2055,EMD-28529,emd_28529.map,280,1.114,0.03,3.1,4.87374983727932,-0.610861480207686,1.16865649102404E-11,0.154186740517616
2056,EMD-28530,emd_28530.map,280,1.114,0.025,3.1,4.87374983727932,-0.620096129046102,3.86541909591642E-11,0.131612241268158
2057,EMD-28909,emd_28909.map,256,0.84,0.0365,3,3.35999989509583,-0.428965993072988,5.42540845582806E-10,0.127838268876076
2058,EMD-28912,emd_28912.map,250,0.84,0.0255,3.28,3.28124989755452,-0.598788723532105,8.90295892563842E-11,0.127115070819855
2059,EMD-32214,emd_32214.map,480,0.54895,0.0155,2.5,4.11712512373924,-0.505949146459313,4.68784490392782E-11,0.062746576964855
2060,EMD-32232,emd_32232.map,330,1.0742,0.0204,3.5,5.53884392604232,-0.628890075487167,3.75083158976608E-10,0.109940469264984
2061,EMD-32248,emd_32248.map,310,1.0742,0.0291,2.8,5.20315641537309,-0.602896249130839,7.63088980892945E-10,0.146561190485954
2062,EMD-32349,emd_32349.map,168,1.245,0.054,3,3.26812501251698,-0.649822657234081,7.30130667037088E-09,0.308415114879608
2063,EMD-32947,emd_32947.map,100,1.6,0.07,3.9,2.5000000372529,-0.709289279712726,9.8205399368112E-09,0.481578320264816
2064,EMD-33311,emd_33311.map,360,0.842,9,3.18,4.73625004291534,-0.602793498061159,1.88474724716059E-09,45.3164787292481
2065,EMD-33316,emd_33316.map,240,1.014,0.0088,3.5,3.802500218153,-0.543722124901141,2.91038304567337E-11,0.038572985678911
2066,EMD-33318,emd_33318.map,240,1.014,0.0098,3.1,3.802500218153,-0.67911191860796,8.54925019666552E-11,0.061080485582352
2067,EMD-33620,emd_33620.map,256,0.85,0.4,3.72,3.40000009536743,-0.72859851670336,1.45519152283669E-10,2.9476625919342
2068,EMD-33677,emd_33677.map,256,1.1,1.3,2.54,4.40000009536743,-0.684181673539957,1.17870513349772E-09,8.23258113861084
2069,EMD-33679,emd_33679.map,256,1.1,1,2.93,4.40000009536743,-0.632537473644424,7.20319803804159E-10,5.44273185729981
2070,EMD-33681,emd_33681.map,256,1.1,1,2.73,4.40000009536743,-0.690593659777901,1.41153577715158E-09,6.46399164199829
2071,EMD-34231,emd_34231.map,380,1.35,0.03,3.4,8.01562514156103,-0.514316064362886,9.33589178186978E-11,0.123537130653858
2072,EMD-34234,emd_34234.map,380,1.35,0.03,3.6,8.01562514156103,-0.47067253383128,6.19753120351119E-12,0.113351382315159
2073,EMD-15042,emd_15042.map,800,1.24,0.02,4.1,15.5000001192093,-0.422120816350035,4.1205363773833E-13,0.069218620657921
2074,EMD-15049,emd_15049.map,300,1.24,0.015,5.3,5.81250004470348,-0.298611015809015,2.37387970392078E-10,0.042772270739079
2075,EMD-15050,emd_15050.map,800,1.24,0.03,3.2,15.5000001192093,-0.642735993347569,1.40129846432482E-45,0.167943030595779
2076,EMD-15144,emd_15144.map,220,1.055,0.0096,9.6,3.62656231969595,-0.43256393002075,3.99861532773826E-10,0.033836409449577
2077,EMD-15164,emd_15164.map,256,1.046,0.245,7.5,4.18400001525879,-0.515354631323612,6.54836185276508E-11,1.01104855537415
2078,EMD-15168,emd_15168.map,220,1.055,0.0119,8.3,3.62656231969595,-0.27244626571825,5.32969224309454E-10,0.032712358981371
2079,EMD-15169,emd_15169.map,220,1.055,0.0121,8.3,3.62656231969595,-0.236695541033505,6.05658689867283E-10,0.031704254448414
2080,EMD-15177,emd_15177.map,240,1.059,0.0335,3.2,3.97125005722046,-0.65674061740498,2.50010145919077E-09,0.195187658071518
2081,EMD-15184,emd_15184.map,256,1.059,0.012,3.3,4.23600006103516,-0.526061283753701,1.41879424875313E-10,0.05063945800066
2082,EMD-15186,emd_15186.map,256,1.059,0.0082,7.5,4.23600006103516,-0.55642463329609,2.34428559897637E-10,0.036972295492888
2083,EMD-15609,emd_15609.map,400,1.1616,0.00183,3,7.25999996066093,-0.834292160523555,5.1054382943505E-10,0.022087059915066
2084,EMD-15688,emd_15688.map,360,1.059,0.11,3.8,5.95687508583069,-0.535992797848425,1.73744657550046E-10,0.474130570888519
2085,EMD-15838,emd_15838.map,168,2.604,0.03,9.5,6.83550024032593,-0.506492343307591,1.15301101999421E-09,0.12157865613699
2086,EMD-15841,emd_15841.map,168,2.604,0.03,7.8,6.83550024032593,-0.657778905903004,4.02368094398753E-09,0.175325229763985
2087,EMD-24145,emd_24145.map,300,0.4108,0.65,1.91,1.92562504671514,-0.661299618017167,5.50604117854903E-10,3.83820056915283
2088,EMD-24707,emd_24707.map,400,0.3395,0.5,2.56,2.12187506258488,-0.776438043153818,1.78813935880484E-10,4.47303295135498
2089,EMD-25665,emd_25665.map,400,0.835,6.1,3,5.21874986588955,-0.679320377031357,6.85929785193551E-11,38.0442008972168
2090,EMD-25666,emd_25666.map,400,0.86,6.1,3.3,5.37500008940697,-0.702897867233413,1.00646146972139E-09,41.0633201599121
2091,EMD-26352,emd_26352.map,256,1.07,0.15,2.96,4.28000020980835,-0.897307103315287,7.88942067231346E-09,2.92133140563965
2092,EMD-26354,emd_26354.map,256,1.07,0.2,2.67,4.28000020980835,-0.843897720540605,2.09250874405598E-08,2.56242227554321
2093,EMD-26967,emd_26967.map,400,1.062,8.5,2.54,6.63750022649765,-0.551612187844404,5.44101919075501E-09,37.9136085510254
2094,EMD-27443,emd_27443.map,558,0.675,10,2.61,5.8851563539356,-0.491540447597436,7.4831396634778E-10,39.3344955444336
2095,EMD-27975,emd_27975.map,256,1.08,0.5,3.01,4.32000017166138,-0.364173292796286,6.98491930961609E-10,1.57275557518005
2096,EMD-27977,emd_27977.map,256,1.08,0.5,2.76,4.32000017166138,-0.362825412212142,1.11640496847087E-09,1.56942856311798
2097,EMD-27978,emd_27978.map,256,1.08,0.5,2.45,4.32000017166138,-0.492586020275804,8.91202112107692E-11,1.97077739238739
2098,EMD-28075,emd_28075.map,256,1.06,1.3,2.4,4.23999977111816,-0.658680790197276,6.98491930961609E-10,7.61750268936157
2099,EMD-28128,emd_28128.map,512,1.328,0.015,3.58,10.6239995956421,-0.727877927085457,1.24160876024959E-10,0.110244639217854
2100,EMD-32196,emd_32196.map,310,1.0742,0.0372,2.6,5.20315641537309,-0.50794008829763,2.49670617513686E-10,0.151201099157333
2101,EMD-32231,emd_32231.map,330,1.0742,0.0219,3.2,5.53884392604232,-0.577662134052353,1.25901056247102E-09,0.103708431124687
2102,EMD-32397,emd_32397.map,240,1.052,0.013,5.9,3.94500017166138,-0.303778203885208,9.50337808447443E-10,0.037344418466091
2103,EMD-32399,emd_32399.map,240,1.057,0.015,5.6,3.96375015377998,-0.524677294969263,1.7930222862006E-09,0.063115008175373
2104,EMD-32400,emd_32400.map,240,1.052,0.012,5.9,3.94500017166138,-0.28563681361047,4.22020507429011E-09,0.033596348017454
2105,EMD-32402,emd_32402.map,240,1.052,0.014,4.3,3.94500017166138,-0.340760281090948,1.83113491036835E-09,0.042473163455725
2106,EMD-32403,emd_32403.map,240,1.052,0.013,3.8,3.94500017166138,-0.464476844086079,1.21733201297047E-09,0.048550650477409
2107,EMD-32784,emd_32784.map,360,1.04,0.5,3,5.84999978542328,-0.728246226063743,4.36311186832739E-12,3.67980170249939
2108,EMD-33319,emd_33319.map,240,1.014,0.0081,2.5,3.802500218153,-0.763291829588121,1.11214149001171E-10,0.068438701331615
2109,EMD-33676,emd_33676.map,256,1.1,1.2,2.71,4.40000009536743,-0.696848910056223,4.65661287307739E-10,7.91684436798096
2110,EMD-34233,emd_34233.map,380,1.35,0.03,3.7,8.01562514156103,-0.513337448267621,6.95487903379366E-11,0.123288713395595
2111,EMD-34317,emd_34317.map,448,0.82,0.2,3.38,5.7399999499321,-0.619462398049987,4.71437732602054E-12,1.05114448070526
2112,EMD-34520,emd_34520.map,400,1.1,0.015,3.7,6.87500014901161,-0.622786579604818,5.80848390219213E-12,0.079530574381351
2113,EMD-34621,emd_34621.map,280,1.0555714,0.9,2.8,4.61812503635883,-0.665615711122934,2.54432776930491E-11,5.38302803039551
2114,EMD-14582,emd_14582.map,320,0.84,0.01,2.8,4.19999986886978,-0.786533000946255,9.26923902216936E-12,0.093691296875477
2115,EMD-14843,emd_14843.map,240,1.025,0.43,3.6,3.84374991059303,-0.808644310572131,4.16808504377642E-10,4.49424839019775
2116,EMD-15170,emd_15170.map,220,1.055,0.0132,7.5,3.62656231969595,-0.444212308021805,3.65103294819313E-11,0.047500152140856
2117,EMD-15171,emd_15171.map,220,1.055,0.0126,8.3,3.62656231969595,-0.391855800129128,1.34213515301518E-10,0.041437540203333
2118,EMD-15173,emd_15173.map,220,1.055,0.0137,8.3,3.62656231969595,-0.383684093707106,3.9461112155692E-10,0.044457718729973
2119,EMD-15187,emd_15187.map,256,1.059,0.009,3.7,4.23600006103516,-0.608749605256135,5.52774714890347E-10,0.046006340533495
2120,EMD-15188,emd_15188.map,360,1.059,0.196,3.5,5.95687508583069,-0.624347234201272,3.27233379282532E-12,1.04351687431335
2121,EMD-15232,emd_15232.map,220,1.055,0.00742,10,3.62656231969595,-0.614544637638879,1.10018889831753E-10,0.038499917834997
2122,EMD-15421,emd_15421.map,384,0.8500001,0.312,2.8,5.10000050067902,-0.573918044152294,4.09272615797818E-12,1.46450698375702
2123,EMD-15559,emd_15559.map,560,0.83,0.008,3.2,7.26249985396862,-0.754766514245477,2.97916274982768E-11,0.065243944525719
2124,EMD-15620,emd_15620.map,600,0.455,0.077,1.63,4.26562512293458,-0.790405844035166,2.78821301984145E-12,0.734753310680389
2125,EMD-15635,emd_15635.map,320,1.1,0.0242,3.7,5.50000011920929,-0.214118339247718,9.33223187615795E-09,0.061586868017912
2126,EMD-15725,emd_15725.map,450,1.08,0.16,2.5,7.59375030174851,-0.365373514620254,1.72042935453476E-09,0.504233598709106
2127,EMD-15840,emd_15840.map,172,2.68,0.03,6.9,7.20250017940998,-0.639010240658231,4.90217821891292E-08,0.166209474205971
2128,EMD-15930,emd_15930.map,400,1.05,0.2,3.93,6.56249970197678,-0.86094875260552,3.10219916421772E-09,2.87663722038269
2129,EMD-15955,emd_15955.map,512,1.067,0.09,8,8.53600025177002,-0.387911396612329,1.83110688070642E-12,0.294075071811676
2130,EMD-26200,emd_26200.map,512,0.873,0.07,3.51,6.98400020599365,-0.703283643333584,9.64664763000722E-13,0.47183108329773
2131,EMD-26885,emd_26885.map,360,0.869,0.09,4.1,4.88812509924173,-0.388633696348564,4.36311186832739E-12,0.294422507286072
2132,EMD-27498,emd_27498.map,200,1.1,0.38,2.7,3.43750007450581,-0.537057446672336,7.65498775479045E-14,1.64167237281799
2133,EMD-27499,emd_27499.map,200,1.08,0.43,3,3.37500013411045,-0.361631628629754,2.36830000055477E-12,1.34718453884125
2134,EMD-27750,emd_27750.map,256,0.873,0.1,4.26,3.49200010299683,-0.347817606050007,2.91038304567337E-11,0.306662678718567
2135,EMD-27775,emd_27775.map,392,0.93163,0.02,3.76,5.70623384416103,-0.859917420642591,1.19997178968552E-13,0.285545855760574
2136,EMD-27905,emd_27905.map,280,1.114,0.025,2.8,4.87374983727932,-0.627847897140462,5.69319973109383E-11,0.134353667497635
2137,EMD-27906,emd_27906.map,280,1.114,0.025,3,4.87374983727932,-0.637301533986358,3.08464560318245E-12,0.137855559587479
2138,EMD-27908,emd_27908.map,280,1.114,0.025,3.3,4.87374983727932,-0.557992085991456,9.5937313648875E-11,0.113120146095753
2139,EMD-27909,emd_27909.map,280,1.114,0.025,3.3,4.87374983727932,-0.56954572029321,3.5149837901427E-11,0.116156354546547
2140,EMD-27953,emd_27953.map,400,0.856,1.85,3.96,5.35000003874302,-0.54111084645505,3.77185642719269E-08,8.06294918060303
2141,EMD-27955,emd_27955.map,400,0.856,3.06,3.72,5.35000003874302,-0.483461972874481,2.00234353542328E-08,11.8481111526489
2142,EMD-27957,emd_27957.map,400,0.856,0.1,3.38,5.35000003874302,-0.767902828402306,5.58793549626513E-12,0.861708045005798
2143,EMD-27958,emd_27958.map,400,0.856,0.0057,4.19,5.35000003874302,-0.688516035286932,4.9555171077742E-10,0.036598991602659
2144,EMD-27961,emd_27961.map,400,0.856,3.05,4.24,5.35000003874302,-0.5533004586643,4.09781932830811E-08,13.6557111740112
2145,EMD-28666,emd_28666.map,226,0.653,6.44,3.5,2.30590623989701,-0.356020697657191,9.19435372281896E-09,20.0006427764893
2146,EMD-33060,emd_33060.map,158,0.82899994,0.0105,4.1,2.0465935934335,-0.077919752064059,1.20404672343533E-10,0.022774590179324
2147,EMD-33064,emd_33064.map,158,0.82899994,0.0111,4.1,2.0465935934335,-0.085798309158617,2.51116727412182E-09,0.024283478036523
2148,EMD-33684,emd_33684.map,360,1.334,0.28,4.4,7.50374995172024,-0.560848933201568,3.27233379282532E-12,1.2751876115799
2149,EMD-34308,emd_34308.map,448,0.82,0.2,2.75,5.7399999499321,-0.753891921710756,7.0715659890308E-12,1.62530219554901
2150,EMD-34416,emd_34416.map,240,1.49,0.016,4.6,5.58750003576279,-0.441200241054381,8.11211153806113E-10,0.057265590876341
2151,EMD-13889,emd_13889.map,360,0.96000004,2.96,4.25,5.40000021457672,-0.809454572280539,1.44473002450241E-08,31.0687065124512
2152,EMD-13890,emd_13890.map,480,0.96,2.61,4.72,7.19999983906746,-0.822883699805445,9.76326353097079E-10,29.4721603393555
2153,EMD-13891,emd_13891.map,400,0.96,3.19,4.51,5.99999986588955,-0.749037858263798,1.1026554114224E-09,25.4221611022949
2154,EMD-14356,emd_14356.map,800,2.055,0.0045,4.3,25.687500834465,-0.23347871494907,1.11940437388242E-12,0.011741356924176
2155,EMD-14357,emd_14357.map,450,1.37,0.022,4.08,9.63281253352761,-0.715519727311133,1.19045080798156E-19,0.154668018221855
2156,EMD-14814,emd_14814.map,330,0.82,0.35,4,4.22812496311963,-0.361551267162693,3.97712453248378E-11,1.09640753269196
2157,EMD-14845,emd_14845.map,240,1.025,0.233,4,3.84374991059303,-0.756069123878602,1.32256552931587E-10,1.91037726402283
2158,EMD-15007,emd_15007.map,400,1.05,0.0132,3,6.56249970197678,-0.807885037997134,9.01710650591525E-11,0.13741771876812
2159,EMD-15419,emd_15419.map,384,0.8500001,0.417,3,5.10000050067902,-0.512379497772884,1.2732925824821E-11,1.71034646034241
2160,EMD-15420,emd_15420.map,384,0.8500001,0.386,3.1,5.10000050067902,-0.542162132883876,1.45519152283669E-11,1.68618643283844
2161,EMD-15623,emd_15623.map,420,0.81,0.00855,3.96,5.31562501564622,-0.455694199950491,1.7313822597842E-10,0.031416162848473
2162,EMD-15625,emd_15625.map,480,0.86,0.0621,4.35,6.45000010728836,-0.489736635565793,5.31360762681676E-13,0.243403717875481
2163,EMD-15626,emd_15626.map,420,0.86,0.00332,5.92,5.64375009387732,-0.421728143677688,6.92806090274445E-11,0.011482488363981
2164,EMD-15682,emd_15682.map,420,0.86,0.0147,4.01,5.64375009387732,-0.433220298242998,3.73881237081264E-09,0.051871996372938
2165,EMD-15726,emd_15726.map,450,1.08,0.095,2.6,7.59375030174851,-0.355525999225418,4.79229678163051E-09,0.294814050197601
2166,EMD-15727,emd_15727.map,450,0.829,0.045,1.88,5.82890622317791,-0.370734520602512,6.28426144455574E-10,0.143023893237114
2167,EMD-25443,emd_25443.map,600,2.75,6,9.7,25.78125,-0.321415446215802,2.35205082077528E-08,17.6838684082031
2168,EMD-25611,emd_25611.map,256,1.1,5,2.7,4.40000009536743,-0.60544651412194,1.4240016277256E-08,25.3451061248779
2169,EMD-25612,emd_25612.map,196,0.82,1.6,2.5,2.51124997809529,-0.566812888668729,9.74392037278449E-07,7.38710451126099
2170,EMD-26434,emd_26434.map,280,0.899,0.46,3.4,3.93312495201826,-0.481965299423769,1.05153841190031E-09,1.7759428024292
2171,EMD-26880,emd_26880.map,360,0.8320001,0.08,2.8,4.68000043183565,-0.830932188849838,9.81700137847596E-12,0.946365833282471
2172,EMD-26881,emd_26881.map,360,0.8320001,0.08,2.9,4.68000043183565,-0.819197579061858,1.74524474733095E-11,0.884943902492523
2173,EMD-26990,emd_26990.map,256,1.08,0.505,3.3,4.32000017166138,-0.728025030557355,8.73114913702011E-11,3.71357703208923
2174,EMD-27274,emd_27274.map,384,1.064,9,3.5,6.38400006294251,-0.572253291446778,1.63145307396917E-06,42.0809707641602
2175,EMD-27749,emd_27749.map,256,0.873,0.1,4.11,3.49200010299683,-0.417868100090402,3.00133251585066E-11,0.343564748764038
2176,EMD-27904,emd_27904.map,280,1.114,0.025,2.8,4.87374983727932,-0.673632133416851,5.57988551197486E-11,0.153201356530189
2177,EMD-27907,emd_27907.map,280,1.114,0.025,3.1,4.87374983727932,-0.66291188538087,1.13859997818988E-10,0.148329168558121
2178,EMD-27959,emd_27959.map,400,0.856,0.452,3.75,5.35000003874302,-0.746692853777477,1.49011619016148E-11,3.56878995895386
2179,EMD-27960,emd_27960.map,400,0.856,0.349,3.28,5.35000003874302,-0.538766770286134,7.45058095080742E-12,1.5133341550827
2180,EMD-28051,emd_28051.map,400,0.856,0.2,3.26,5.35000003874302,-0.535332699045557,1.86264523770185E-12,0.860830962657928
2181,EMD-28052,emd_28052.map,400,0.856,0.12,3.9,5.35000003874302,-0.533012465063195,5.58793549626513E-12,0.513932347297668
2182,EMD-32000,emd_32000.map,320,1.07,0.01,3.8,5.35000026226044,-0.654279043194124,1.57316382143335E-10,0.057850122451782
2183,EMD-33059,emd_33059.map,158,0.82899994,0.0103,3.1,2.0465935934335,-0.525722144158283,5.54929380225388E-10,0.043434452265501
2184,EMD-33061,emd_33061.map,158,0.82899994,0.0107,4.1,2.0465935934335,-0.108943435588051,9.95435817108259E-11,0.024016432464123
2185,EMD-33062,emd_33062.map,158,0.82899994,0.0101,4.2,2.0465935934335,-0.184610142305174,1.224109258402E-09,0.024773424491286
2186,EMD-33063,emd_33063.map,158,0.82899994,0.00994,4.3,2.0465935934335,-0.064715894638706,9.08167083202294E-11,0.021255573257804
2187,EMD-33923,emd_33923.map,320,1.0742,0.271,3.29,5.3710001707077,-0.768716551687646,6.24750182143252E-11,2.34344482421875
2188,EMD-14509,emd_14509.map,460,0.69,0.2,2.7,4.95937498286366,-0.704246372979357,1.31054877337722E-19,1.35247707366943
2189,EMD-14996,emd_14996.map,400,1.05,10.5,3.2,6.56249970197678,-0.480039556812552,6.4881158223784E-09,40.3876876831055
2190,EMD-14997,emd_14997.map,400,1.05,0.0153,3,6.56249970197678,-0.811037745564644,8.59782514281427E-13,0.161937102675438
2191,EMD-15378,emd_15378.map,320,1.092,0.025,3.25,5.46000003814697,-0.36162416492577,4.87414587857504E-11,0.078323766589165
2192,EMD-15793,emd_15793.map,560,0.731,0.2,1.55,6.39625005424023,-0.890054004623962,2.84712098341799E-09,3.63814973831177
2193,EMD-26639,emd_26639.map,384,1.065,0.2,3.38,6.39000034332275,-0.691117747498379,6.86463316745822E-11,1.29499185085297
2194,EMD-26641,emd_26641.map,384,1.076,0.35,3.09,6.45599985122681,-0.495582492210748,2.3283064365387E-10,1.38773930072784
2195,EMD-26642,emd_26642.map,384,1.069,0.3,3.13,6.41400003433228,-0.60167933401824,5.00552724269632E-11,1.50632405281067
2196,EMD-26645,emd_26645.map,384,1.08,0.35,2.68,6.48000025749207,-0.638171395728857,1.56934118478169E-11,1.93461763858795
2197,EMD-26646,emd_26646.map,384,1.03,0.5,2.67,6.17999982833862,-0.710076229658152,9.97319005158204E-10,3.44918251037598
2198,EMD-26649,emd_26649.map,384,1.36,0.0196,3.5,8.16000008583069,-0.691329218366254,1.87810531571131E-08,0.126996040344238
2199,EMD-26650,emd_26650.map,576,1.36,0.013,3.8,12.240000128746,-0.354926730905627,2.84725932067631E-12,0.040305498987436
2200,EMD-26861,emd_26861.map,588,1.05,6,3.2,9.64687456190586,-0.666264013084231,3.81721232400878E-09,35.9565658569336
2201,EMD-27273,emd_27273.map,384,1.064,7,3,6.38400006294251,-0.676145045134988,9.86960180249241E-10,43.2292289733887
2202,EMD-27277,emd_27277.map,384,1.064,9,3.5,6.38400006294251,-0.615855053628686,1.80701351837342E-06,46.8573036193848
2203,EMD-27278,emd_27278.map,384,1.064,9,3.6,6.38400006294251,-0.618934491273885,6.1787562799509E-07,47.235969543457
